epoch,accuracy,loss,val_accuracy,val_loss
73,0.6869274377822876,0.8433331847190857,0.6466982364654541,0.9780079126358032
74,0.6933366060256958,0.8305332660675049,0.6437726616859436,0.9842941761016846
75,0.6896443367004395,0.8391173481941223,0.6451658010482788,0.9868857264518738
76,0.690759003162384,0.8348853588104248,0.6447478532791138,0.9847341179847717
77,0.6952175498008728,0.8277559876441956,0.6453050971031189,0.9803593754768372
78,0.6897836923599243,0.8314085006713867,0.6448871493339539,0.9796513915061951
79,0.6952871680259705,0.825161337852478,0.6447478532791138,0.9796736240386963
80,0.6880072355270386,0.8261546492576599,0.6457230448722839,0.978512167930603
81,0.6928141117095947,0.8251690864562988,0.6447478532791138,0.9788162112236023
82,0.6931275725364685,0.8206292986869812,0.6448871493339539,0.9784683585166931
83,0.6927792429924011,0.8285356163978577,0.646140992641449,0.9780368804931641
84,0.6937894225120544,0.828160285949707,0.6468375325202942,0.9792633056640625
85,0.6946601867675781,0.8234696984291077,0.6466982364654541,0.9778257608413696
86,0.6922916173934937,0.825687825679779,0.6486486196517944,0.9779079556465149
87,0.6954613327980042,0.8248012661933899,0.6479520797729492,0.9789751768112183
88,0.693719744682312,0.8292174339294434,0.6464196443557739,0.9780219197273254
89,0.6945905685424805,0.8241710066795349,0.6468375325202942,0.9778252243995667
90,0.6947647333145142,0.8228490948677063,0.6462802886962891,0.978217601776123
91,0.6938590407371521,0.8229324817657471,0.6476734280586243,0.9774437546730042
92,0.6965063214302063,0.8252677917480469,0.6476734280586243,0.9779185056686401
93,0.6981782913208008,0.8173180818557739,0.6464196443557739,0.9781097769737244
94,0.6968894600868225,0.8168569803237915,0.646558940410614,0.9784327745437622
95,0.6943815350532532,0.8194717764854431,0.6472554802894592,0.9786249399185181
96,0.6935107707977295,0.8244504928588867,0.6476734280586243,0.9777436852455139
97,0.692639946937561,0.8250143527984619,0.6464196443557739,0.9784497618675232
98,0.6938590407371521,0.8202106952667236,0.6462802886962891,0.9783313870429993
99,0.694799542427063,0.821537435054779,0.6476734280586243,0.9777272939682007
100,0.6960186958312988,0.8224475979804993,0.6472554802894592,0.9772143959999084
101,0.6935107707977295,0.8262264132499695,0.6478127837181091,0.9771559238433838
102,0.6972029805183411,0.824318528175354,0.6472554802894592,0.9787393808364868
103,0.6950433850288391,0.8192246556282043,0.6476734280586243,0.9774071574211121
104,0.6957399845123291,0.8201199769973755,0.6476734280586243,0.9781566858291626
105,0.6942073702812195,0.8251070976257324,0.6457230448722839,0.9791118502616882
106,0.6915252804756165,0.8262841701507568,0.6478127837181091,0.9785907864570618
107,0.6946950554847717,0.8237481117248535,0.6468375325202942,0.9791823625564575
108,0.6931624412536621,0.8250518441200256,0.6471161842346191,0.978416383266449
109,0.6951478719711304,0.8244158625602722,0.6479520797729492,0.9784285426139832
110,0.6972377896308899,0.8206247687339783,0.6471161842346191,0.9776703715324402
111,0.6934062242507935,0.823907732963562,0.6479520797729492,0.9775435328483582
112,0.6954962015151978,0.8217281103134155,0.6466982364654541,0.9780654907226562
113,0.6927096247673035,0.8306588530540466,0.6473948359489441,0.9782102704048157
114,0.6915601491928101,0.8254755139350891,0.6471161842346191,0.978269636631012
