epoch,accuracy,loss,val_accuracy,val_loss
0,0.3404507339000702,1.7557017803192139,0.40025076270103455,1.741646409034729
1,0.43704065680503845,1.5008738040924072,0.45681247115135193,1.50165855884552
2,0.47852590680122375,1.3872191905975342,0.5142101049423218,1.3134170770645142
3,0.5065658688545227,1.3208404779434204,0.5023683309555054,1.4300862550735474
4,0.5210909247398376,1.2673699855804443,0.5303705930709839,1.2888513803482056
5,0.5366261601448059,1.2362209558486938,0.531345784664154,1.2451826333999634
6,0.5467274785041809,1.209621787071228,0.5033435225486755,1.3165602684020996
7,0.5595458149909973,1.1838082075119019,0.5625522136688232,1.1760374307632446
8,0.5616008639335632,1.1732157468795776,0.5667316913604736,1.1466398239135742
9,0.5654672980308533,1.1575171947479248,0.5656171441078186,1.1634600162506104
10,0.574245035648346,1.1456700563430786,0.5640847086906433,1.2104582786560059
11,0.5815946459770203,1.1243852376937866,0.5738367438316345,1.1404831409454346
12,0.5862969756126404,1.1130740642547607,0.5780161619186401,1.1201969385147095
13,0.5849733352661133,1.1084603071212769,0.531624436378479,1.252772331237793
14,0.5928454399108887,1.095950722694397,0.5983560681343079,1.0991333723068237
15,0.5932982563972473,1.0899507999420166,0.5509891510009766,1.168629765510559
16,0.5963983535766602,1.0806182622909546,0.5951518416404724,1.092301607131958
17,0.5986624360084534,1.0725535154342651,0.5675675868988037,1.181288480758667
18,0.601658046245575,1.065533995628357,0.5945945978164673,1.0941104888916016
19,0.6011006832122803,1.0648484230041504,0.6004458069801331,1.0779037475585938
20,0.6084154844284058,1.0506502389907837,0.5948732495307922,1.0944796800613403
21,0.6103312373161316,1.047953486442566,0.5941766500473022,1.1161069869995117
22,0.6089031100273132,1.0427566766738892,0.5983560681343079,1.0870274305343628
23,0.6152774095535278,1.0361926555633545,0.6010030508041382,1.0739160776138306
24,0.6131526827812195,1.0356111526489258,0.5973808765411377,1.0763108730316162
25,0.619004487991333,1.0239040851593018,0.600306510925293,1.0657546520233154
26,0.6144763231277466,1.0244258642196655,0.5860964059829712,1.102697730064392
27,0.6209551095962524,1.0180871486663818,0.6095012426376343,1.074173927307129
28,0.6218607425689697,1.015669345855713,0.6039286851882935,1.09147310256958
29,0.6232191920280457,1.0097206830978394,0.6125661730766296,1.062768816947937
30,0.6212685704231262,1.0116764307022095,0.5962663888931274,1.1114670038223267
31,0.6273990869522095,1.001785397529602,0.5948732495307922,1.090959906578064
32,0.6249956488609314,1.0020391941070557,0.615631103515625,1.054466724395752
33,0.6289665102958679,1.000473976135254,0.6039286851882935,1.084961175918579
34,0.6288968324661255,0.9883633852005005,0.6050431728363037,1.085951328277588
35,0.6303249597549438,0.9881155490875244,0.6090832948684692,1.0697822570800781
36,0.6283743977546692,0.9904429316520691,0.6115909814834595,1.0661581754684448
37,0.6342610120773315,0.9803349375724792,0.6067149639129639,1.077710509300232
38,0.6357588171958923,0.9743928909301758,0.6127054691314697,1.0461217164993286
39,0.6363161206245422,0.9742592573165894,0.6191139817237854,1.0794733762741089
40,0.6368386149406433,0.9760273694992065,0.6153524518013,1.0549615621566772
41,0.6400780081748962,0.9697114825248718,0.6033714413642883,1.0748244524002075
42,0.6399387121200562,0.9682249426841736,0.6062970161437988,1.103537917137146
43,0.6395207047462463,0.9678957462310791,0.5802451968193054,1.1728694438934326
44,0.643735408782959,0.9584068059921265,0.6227361559867859,1.0484440326690674
45,0.6430387496948242,0.958233118057251,0.6216216087341309,1.0278019905090332
46,0.6397296786308289,0.960439920425415,0.6030927896499634,1.0742027759552002
47,0.6432825922966003,0.9581406712532043,0.6100584864616394,1.0719529390335083
48,0.6458950042724609,0.9487994909286499,0.6209250688552856,1.0438047647476196
49,0.6457557082176208,0.9497457146644592,0.6120089292526245,1.0452017784118652
50,0.6469399929046631,0.9484361410140991,0.6288659572601318,1.0150303840637207
51,0.6484029293060303,0.9454440474510193,0.61451655626297,1.0444530248641968
52,0.6476714611053467,0.9442939758300781,0.6290053129196167,1.0285605192184448
53,0.6480197906494141,0.9431176781654358,0.6191139817237854,1.0300959348678589
54,0.6539064645767212,0.9375629425048828,0.6213430166244507,1.0569512844085693
55,0.6520255208015442,0.9350906610488892,0.623711347579956,1.023991346359253
56,0.6542896032333374,0.9329618811607361,0.6153524518013,1.0662022829055786
57,0.6532446146011353,0.9375895857810974,0.6111730337142944,1.0747443437576294
58,0.6514333486557007,0.9294177293777466,0.6292839050292969,1.0284355878829956
59,0.6544637680053711,0.9296255111694336,0.6182780861854553,1.0663334131240845
60,0.6588874459266663,0.9217332005500793,0.6097798943519592,1.073803424835205
61,0.656623363494873,0.9176603555679321,0.6120089292526245,1.0715153217315674
62,0.6538367867469788,0.9305728673934937,0.6267762780189514,1.0368813276290894
63,0.6740046739578247,0.875371515750885,0.6460016965866089,0.9840952754020691
64,0.67787104845047,0.8654235601425171,0.6443299055099487,0.9760029911994934
65,0.6826430559158325,0.8548373579978943,0.6455837488174438,0.9791569113731384
66,0.6827475428581238,0.8541374802589417,0.6433547139167786,0.9795308113098145
67,0.6857779622077942,0.8498802185058594,0.6475341320037842,0.9788225293159485
68,0.6846633553504944,0.8472045063972473,0.6504597663879395,0.983021080493927
69,0.6862307786941528,0.8443804383277893,0.6407077312469482,0.9870158433914185
70,0.6846284866333008,0.847947359085083,0.6448871493339539,0.9854405522346497
71,0.6865442991256714,0.8389663696289062,0.6447478532791138,0.9819973111152649
72,0.6911421418190002,0.8377348184585571,0.6468375325202942,0.9843600392341614
